Automated corpus callosum extraction via Laplace-Beltrami nodal parcellation and intrinsic geodesic curvature flows on surfaces .	intrinsic geometry of the white matter surface ; nontrivial laplace-beltrami eigenfunction ; corpus callosum ; t1-weighted structural mr images ; curve representation of cc ; zero level set ; white matter surface ; geodesic curvature flow ; finite element method ; human brain anatomy ; numerical schemes ; numerical solution ; triangular mesh ; curve ; contour ; accuracy	<otherscientificterm> <otherscientificterm> <method> <material> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <method> <otherscientificterm> <method> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <metric>	2 6 9 ; 8 0 10	corpus callosum -lrb- cc -rrb- is an important structure in <otherscientificterm_9> . in this work , we propose a fully automated and robust approach to extract corpus callosum from <material_3> . the novelty of our method is composed of two key steps . in the first step , we find an initial guess for the <method_4> by using the <otherscientificterm_5> of the first <otherscientificterm_1> on the <otherscientificterm_6> . in the second step , the initial <otherscientificterm_13> is deformed toward the final solution with a <otherscientificterm_7> on the <otherscientificterm_6> . for <task_11> of the <otherscientificterm_7> on surfaces , we represent the <otherscientificterm_14> implicitly on a <otherscientificterm_12> and develop efficient <method_10> based on <method_8> . because our method depends only on the <otherscientificterm_0> , it is robust to orientation differences of the brain across population . in our experiments , we validate the proposed algorithm on 32 brains from a clinical study of multiple sclerosis disease and demonstrate that the <metric_15> of our results .	9 17 16 -1 3 16 -1 16 -1 4 5 1 6 16 -1 13 7 16 -1 11 18 16 -1 14 12 10 8 16 -1 0 16 -1
Kernelizing the output of tree-based methods .	biological network inference problem ; prediction of structured outputs ; tree-based ensemble methods ; image reconstruction task ; gram matrix ; tree-based methods ; input scalability ; learning sample ; regression trees ; irrelevant variables ; features ; interpretability ; kernel ; robustness	<task> <task> <method> <task> <otherscientificterm> <method> <metric> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <metric>	11 6 10 ; 9 1 6 ; 5 0 1 ; 13 1 6 ; 11 1 13	we extend <method_5> to the <task_1> using a kernelization of the algorithm that allows one to grow trees as soon as a <otherscientificterm_12> can be defined on the output space . the resulting algorithm , called output <otherscientificterm_12> trees -lrb- ok3 -rrb- , generalizes classification and <otherscientificterm_8> as well as <method_2> in a principled way . it inherits several <otherscientificterm_10> of these methods such as <otherscientificterm_11> , <metric_13> to <otherscientificterm_9> , and <metric_6> . when only the <otherscientificterm_4> over the outputs of the <otherscientificterm_7> is given , <otherscientificterm_4> learns the output <otherscientificterm_12> as a function of inputs . we show that the proposed algorithm works well on an <task_3> and on a <task_0> .	5 1 12 17 14 -1 8 2 14 -1 10 11 13 9 6 15 16 18 19 14 -1 4 7 14 -1 14 -1
Computing Layered Surface Representations : An Algorithm for Detecting and Separating Transparent Overlays .	consistent ` sidedness ; layered surface representations ; biological visual system ; layered surface structure ; local junction information ; image topology ; image intensity ; layered representation ; transparency labeling ; polarity-preserving junctions ; depth ordering ; surface attributes ; surface topology ; junctions ; images ; shading	<otherscientificterm> <method> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <material> <otherscientificterm>	2 0 1 ; 2 0 3 ; 12 1 5	the <method_2> possesses the ability to compute <method_1> , in which one surface is represented as being viewed through another . this ability is remarkable because , in scenes involving transparency , the link between <otherscientificterm_12> and <otherscientificterm_5> is greatly complicated by the collapse of the photometric contributions of two distinct surfaces onto <otherscientificterm_6> . previous analysis of transparency has focused largely on the role of different kinds of <otherscientificterm_13> . although <otherscientificterm_13> are important , <method_2> are not sufficient to predict <otherscientificterm_3> . we present an algorithm that propagates <otherscientificterm_4> by searching for chains of <otherscientificterm_9> with <otherscientificterm_0> , ' and then propagates the <otherscientificterm_8> into interior regions . the algorithm outputs a <method_7> specifying -lrb- i -rrb- the distinct surfaces , -lrb- ii -rrb- their <otherscientificterm_10> , and -lrb- iii -rrb- their <otherscientificterm_11> . we demonstrate the results of the algorithm on a number of <material_14> -- both synthetic and real . we end by considering implications for related domains , such as <otherscientificterm_15> .	2 1 17 16 -1 12 5 6 19 16 -1 13 16 -1 3 18 16 -1 4 9 0 16 -1 8 16 -1 7 10 11 16 -1 14 16 -1
Integrating parametric and non-parametric models for scene labeling .	convolutional neural networks ; ambiguity of local context ; road and sidewalk pixels ; global scene constraint ; visually similar pixels ; local patch classification ; global scene semantics ; visually dissimilar pixels ; sand pixels ; global potential ; energy function ; local view ; discriminative features ; parametric model ; classifiers	<method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <method> <method>	6 0 1 ; 0 0 12 ; 12 1 14 ; 9 0 10 ; 9 0 3 ; 14 0 5	we adopt <method_0> as our <method_13> to learn <otherscientificterm_12> and <method_14> for <task_5> . they are able to produce satisfactory labeling results for <otherscientificterm_7> . however , <method_0> struggle in <otherscientificterm_4> due to using their limited context . as shown in figure 1 , the <otherscientificterm_8> are highly confused with <otherscientificterm_2> in a <otherscientificterm_11> . we propose to utilize <otherscientificterm_6> to eliminate <otherscientificterm_1> , for example , the confusion between ` road ' and ` sand ' pixels in figure 1 can be easily removed if the '' coast '' scene is revealed . the <otherscientificterm_3> is achieved by adding a <otherscientificterm_9> to the <otherscientificterm_10> . the <otherscientificterm_10> is formally written as :	0 13 12 14 5 17 18 21 15 -1 7 15 -1 4 15 -1 8 2 11 15 -1 6 1 16 15 -1 3 19 20 15 -1 9 10 15 -1
View Synthesis by Appearance Flow .	convolutional neu-ral network ; 2-d coordinate vectors ; pixel copying task ; higher-quality synthesized views ; cnn-based techniques ; view synthesis ; camera transformations ; arbitrary viewpoint ; crisp texture	<method> <otherscientificterm> <task> <otherscientificterm> <method> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm>	5 4 4 ; 0 0 5 ; 0 0 1 ; 5 4 5	given one or more images of an object -lrb- or a scene -rrb- , is <task_5> possible to synthesize a new image of the same instance observed from an <otherscientificterm_7> ? in this paper , we attempt to tackle this problem , known as novel <task_5> , by re-formulating <task_5> as a <task_2> that avoids the notorious difficulties of generating pixels from scratch . our <task_5> is built on the observation that the visual appearance of different views of the same instance is highly correlated . such <task_5> could be explicitly learned by training a <method_0> to predict appearance flows -- <otherscientificterm_1> specifying which pixels in the input view could be used to reconstruct the target view . we show that for both objects and scenes , our <task_5> is able to generate <otherscientificterm_3> with <otherscientificterm_8> and boundaries than previous <method_4> . fig. 1 . given an input view of an object -lrb- left -rrb- or a scene -lrb- right -rrb- , our goal is to synthesize novel views of the same instance corresponding to various <otherscientificterm_6> -lrb- ti -rrb- . our <task_5> based on learning appearance flows is able to generate higher-quality results than the previous <task_5> that directly outputs pixels in the target view -lsb- 1 -rsb- .	5 7 2 9 -1 9 -1 0 9 -1 1 11 12 9 -1 3 8 4 10 9 -1 9 -1 6 9 -1 13 9 -1
Identifying Sentiment Words Using an Optimization-based Model without Seed Words .	sentiment word identification ; sentiment labels of documents ; sentiment analysis applications ; low ro-bustness ; seed words ; optimization-based model ; real datasets	<task> <otherscientificterm> <task> <otherscientificterm> <otherscientificterm> <method> <material>	5 0 1 ; 0 0 2 ; 5 0 0 ; 6 5 0	sentiment word identification -lrb- <task_0> -rrb- is a basic technique in many <task_2> . most existing researches exploit <otherscientificterm_4> , and lead to <otherscientificterm_3> . in this paper , we propose a novel <method_5> for <task_0> . unlike previous approaches , our <method_5> exploits the <otherscientificterm_1> instead of <otherscientificterm_4> . several experiments on <material_6> show that <task_0> is effective and outperforms the state-of-the-art methods with <otherscientificterm_4> .	0 2 9 7 -1 4 3 7 -1 5 10 7 -1 1 8 7 -1 6 11 7 -1
Linear predictive coding of myoelectric signals .	linear predictive coding paradigm ; simulated and experimental signals ; lossy coding technique ; surface emg signals ; mean frequency ; occupational medicine ; speech compression ; median frequency ; emg signals ; compression factor ; synthetic signals ; skewness ; bitrate ; variance ; ergonomics ; telemedicine ; kur-tosis	<method> <material> <method> <task> <metric> <task> <task> <metric> <material> <metric> <material> <metric> <metric> <metric> <task> <task> <metric>	4 1 13 ; 13 1 11 ; 7 1 11 ; 11 1 16 ; 0 0 2 ; 1 5 2 ; 14 1 5 ; 2 0 3 ; 13 1 16 ; 7 1 13 ; 0 0 6	despite the great interest towards long term recordings of electromyographic -lrb- emg -rrb- signals , which find applications for example in <task_15> , only a few studies have dealt with compression of these signals . in this paper we propose a <method_2> for <task_3> . the <method_2> is based on the <method_0> widely used for <task_6> . the <method_2> was tested on both <material_1> . <metric_4> , <metric_7> , <metric_13> , <metric_11> , and <metric_16> of the <material_8> were preserved with an error less than 3 % with respect to the original values for <material_10> and experimental signals , reducing the <metric_12> from 24 kbit/s -lrb- 12 kbit/s after downsampling -rrb- to 352 bit/s , with a <metric_9> of 97.1 % . it was concluded that the <method_0> can be effectively used for high rate compression of <task_3> when preservation of only the power spectrum of the signal is of interest . this has applications in <task_14> and <task_5> .	15 17 -1 2 3 25 17 -1 0 6 22 28 17 -1 1 4 23 17 -1 7 13 11 16 8 10 18 19 20 21 26 27 17 -1 12 9 17 -1 24 17 -1
Learning from Noisy Side Information by Generalized Maximum Entropy Model .	generalized maximum entropy model ; noisy side information ; maximum entropy model ; classification model ; theoretic analysis ; pairwise constraints ; paper citations ; side information ; data sources	<method> <otherscientificterm> <method> <method> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <material>	5 2 1 ; 6 6 5 ; 6 6 8 ; 1 0 3 ; 8 0 5	we consider the problem of learning from <otherscientificterm_1> in the form of <otherscientificterm_5> . although many algorithms have been developed to learn from <otherscientificterm_7> , most of them assume perfect <otherscientificterm_5> . given the <otherscientificterm_5> are often extracted from <material_8> such as <otherscientificterm_6> , they tend to be noisy and inaccurate . in this paper , we introduce the generalization of <method_2> and propose a framework for learning from <otherscientificterm_1> based on the <method_0> . the <method_4> shows that under certain assumption , the <method_3> trained from the <otherscientificterm_1> can be very close to the one trained from the perfect <otherscientificterm_7> . extensive empirical studies verify the effectiveness of the proposed framework .	1 5 10 9 -1 7 9 -1 8 6 11 12 14 9 -1 2 0 9 -1 4 3 13 9 -1 9 -1
A Character n-gram Based Approach for Improved Recall in Indian Language NER .	entity recognition ; character n-gram based approach ; character n-gram based models ; named entity recognition systems ; date & time expressions ; word based models ; indian languages telugu ; dis-criminative model ; indian languages ; generative models ; english language ; organization names ; location names ; person names ; features ; hindi ; recall ; miscellaneous	<task> <method> <method> <method> <otherscientificterm> <method> <material> <method> <material> <method> <material> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <material> <metric> <otherscientificterm>	12 1 4 ; 1 4 5 ; 11 1 12 ; 9 0 1 ; 13 1 11 ; 11 1 4 ; 13 1 12 ; 6 1 15 ; 2 4 5	named <task_0> is the task of identifying and classifying all proper nouns in a document as <otherscientificterm_13> , <otherscientificterm_11> , <otherscientificterm_12> , <otherscientificterm_4> and <otherscientificterm_17> . previous work -lrb- cucerzan and yarowsky , 1999 -rrb- was done using the complete words as <otherscientificterm_14> which suffers from a low <metric_16> problem . <method_1> -lrb- klein et al. , 2003 -rrb- using <method_9> , was experimented on <material_10> and <method_1> proved to be useful over the <method_5> . applying the same technique on <material_8> , we experimented with conditional random fields -lrb- crfs -rrb- , a <method_7> , and evaluated our system on two <material_6> and <material_15> . the <method_2> showed considerable improvement over the <method_5> . this paper describes the <otherscientificterm_14> used and experiments to increase the <metric_16> of <method_3> which is also language independent .	0 13 11 12 4 17 19 21 23 24 25 18 -1 14 16 1 18 -1 9 10 5 20 22 18 -1 8 7 26 18 -1 6 15 27 18 -1 2 18 -1
Structuring linear transforms for adaptation using training time information .	two-step bayesian approach ; speech recognition systems ; linear transforms ; training time ; expansion coefficients ; estimation algorithms ; test data ; subspace ; adaptation ; map ; covariances	<method> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <method> <material> <otherscientificterm> <task> <method> <otherscientificterm>	2 0 1 ; 2 0 8 ; 8 0 1 ; 5 0 8	linear transforms are often used for <task_8> to <material_6> in <task_1> . however , when used with small amounts of <material_6> , these techniques provide limited improvements if any . this paper proposes a <method_0> where a -rrb- the transforms lie in a <otherscientificterm_7> obtained at <otherscientificterm_3> and b -rrb- the <otherscientificterm_4> of the transform are obtained using <method_9> . <method_5> are given for <task_8> transforms for means , <otherscientificterm_10> , and feature spaces . experimental results indicate that our <method_0> gives a significant improvement in performance over other methods .	8 6 1 12 13 14 11 -1 11 -1 0 7 3 4 9 5 11 -1 10 15 11 -1 2 11 -1
3D scene flow estimation with a rigid motion prior .	local rigidity of the 3d scene ; realistic scenarios image motion ; 3d scene flow estimation ; agnostic smoothness priors ; rigid motion prior ; 3d scene flow ; local rigidity constraint ; rigidly moving parts ; 3d flow error ; energy minimization problem ; 3d motion ; total variation ; viewing direction ; scene structure ; tv regularization ; smoothness term ; observer motion	<otherscientificterm> <task> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <task> <otherscientificterm> <otherscientificterm>	11 6 3 ; 6 0 5	we present an approach to <task_2> , which exploits that in <task_1> is frequently dominated by <otherscientificterm_16> and independent , but rigid object motion . we cast the dense estimation of both <otherscientificterm_13> and <otherscientificterm_10> from sequences of two or more views as a single <task_9> . we show that <otherscientificterm_3> , such as the popular <otherscientificterm_11> , are biased against motion discontinu-ities in <otherscientificterm_12> . instead , we propose to regularize by encouraging <otherscientificterm_0> . we derive a <otherscientificterm_6> of the <otherscientificterm_5> and define a <otherscientificterm_15> that penalizes deviations from that constraint , thus favoring solutions that consist largely of <otherscientificterm_7> . our experiments show that the new <otherscientificterm_4> reduces the <otherscientificterm_8> by 42 % compared to standard <task_14> with the same data term .	2 1 16 17 -1 13 10 9 17 -1 3 11 12 18 17 -1 0 17 -1 6 5 15 19 17 -1 7 17 -1
Guided Policy Search .	regularized importance sampled policy optimization ; guided policy search algorithm ; simulated 3d humanoid running ; direct policy search ; differential dynamic programming ; neural network controllers ; trajectory optimization ; policy search ; high-dimensional systems ; local optima ; policy learning ; planar swimming ; hopping	<method> <method> <task> <method> <method> <method> <method> <task> <method> <otherscientificterm> <task> <task> <task>	0 0 7 ; 6 0 1 ; 11 1 12 ; 5 0 11 ; 1 0 10 ; 5 0 1 ; 3 0 8	direct <task_7> can effectively scale to <method_8> , but complex policies with hundreds of parameters often present a challenge for such methods , requiring numerous samples and often falling into poor <otherscientificterm_9> . we present a <method_1> that uses <method_6> to direct <task_10> and avoid poor <otherscientificterm_9> . we show how <method_4> can be used to generate suitable guiding samples , and describe a <method_0> that incorporates these samples into the <task_7> . we evaluate the <method_1> by learning <method_5> for <task_11> , <task_12> , and walking , as well as <task_2> .	7 8 9 20 13 -1 1 6 10 15 18 13 -1 4 0 14 13 -1 5 11 12 2 3 16 17 19 13 -1
